pointwise: 30600 calls (8x3 judges x 1275 answers)
  [pointwise] 50/30600     1.9s   25.8/s
  [pointwise] 27900/30600   941.2s   29.6/s
  [pointwise] 27950/30600   943.1s   29.6/s
  [pointwise] 28000/30600   944.8s   29.6/s
  [pointwise] 28050/30600   947.0s   29.6/s
  [pointwise] 28100/30600   948.6s   29.6/s
  [pointwise] 28150/30600   950.9s   29.6/s
  [pointwise] 28200/30600   952.9s   29.6/s
  [pointwise] 28250/30600   954.8s   29.6/s
  [pointwise] 28300/30600   956.3s   29.6/s
  [pointwise] 28350/30600   958.1s   29.6/s
  [pointwise] 28400/30600   959.9s   29.6/s
  [pointwise] 28450/30600   961.8s   29.6/s
  [pointwise] 28500/30600   963.8s   29.6/s
  [pointwise] 28550/30600   965.7s   29.6/s
  [pointwise] 28600/30600   967.5s   29.6/s
  [pointwise] 28650/30600   969.7s   29.5/s
  [pointwise] 28700/30600   971.4s   29.5/s
  [pointwise] 28750/30600   973.4s   29.5/s
  [pointwise] 28800/30600   974.9s   29.5/s
  [pointwise] 28850/30600   976.7s   29.5/s
  [pointwise] 28900/30600   978.9s   29.5/s
  [pointwise] 28950/30600   980.7s   29.5/s
  [pointwise] 29000/30600   982.5s   29.5/s
  [pointwise] 29050/30600   984.5s   29.5/s
  [pointwise] 29100/30600   986.0s   29.5/s
  [pointwise] 29150/30600   987.9s   29.5/s
  [pointwise] 29200/30600   989.7s   29.5/s
  [pointwise] 29250/30600   991.6s   29.5/s
  [pointwise] 29300/30600   993.3s   29.5/s
  [pointwise] 29350/30600   994.7s   29.5/s
  [pointwise] 29400/30600   997.7s   29.5/s
  [pointwise] 29450/30600  1000.9s   29.4/s
  [pointwise] 29500/30600  1003.8s   29.4/s
  [pointwise] 29550/30600  1006.9s   29.3/s
  [pointwise] 29600/30600  1009.9s   29.3/s
  [pointwise] 29650/30600  1013.2s   29.3/s
  [pointwise] 29700/30600  1016.2s   29.2/s
  [pointwise] 29750/30600  1019.3s   29.2/s
  [pointwise] 29800/30600  1022.5s   29.1/s
  [pointwise] 29850/30600  1025.7s   29.1/s
  [pointwise] 29900/30600  1028.4s   29.1/s
  [pointwise] 29950/30600  1031.3s   29.0/s
  [pointwise] 30000/30600  1034.2s   29.0/s
  [pointwise] 30050/30600  1037.2s   29.0/s
  [pointwise] 30100/30600  1040.2s   28.9/s
  [pointwise] 30150/30600  1043.1s   28.9/s
  [pointwise] 30200/30600  1045.7s   28.9/s
  [pointwise] 30250/30600  1048.8s   28.8/s
  [pointwise] 30300/30600  1051.8s   28.8/s
  [pointwise] 30350/30600  1054.5s   28.8/s
  [pointwise] 30400/30600  1057.5s   28.7/s
  [pointwise] 30450/30600  1060.5s   28.7/s
  [pointwise] 30500/30600  1063.1s   28.7/s
  [pointwise] 30550/30600  1066.1s   28.7/s
  [pointwise] 30600/30600  1076.4s   28.4/s
pointwise done, 0/30600 unparseable (0.0000)
model                          calls     prompt  completion
gpt-4.1                         3765    1148726      119301
gpt-4.1-mini                    3825    1165626      137456
gpt-4.1-nano                    3765    1148726      137275
gpt-4o-mini                     3825    1165626      123742
gpt-5-mini                      3765    1144961      202512
gpt-5-nano                      3825    1161801      241230
gpt-5.4-mini                    3765    1144961      398945
gpt-5.4-nano                    3825    1161801      523457
