pointwise: 30600 calls (8x3 judges x 1275 answers)
  [pointwise] 50/30600     1.9s   25.8/s
  [pointwise] 6700/30600   134.2s   49.9/s
  [pointwise] 6750/30600   136.4s   49.5/s
  [pointwise] 6800/30600   138.4s   49.1/s
  [pointwise] 6850/30600   140.7s   48.7/s
  [pointwise] 6900/30600   142.7s   48.4/s
  [pointwise] 6950/30600   144.8s   48.0/s
  [pointwise] 7000/30600   146.7s   47.7/s
  [pointwise] 7050/30600   148.9s   47.3/s
  [pointwise] 7100/30600   150.9s   47.1/s
  [pointwise] 7150/30600   152.9s   46.8/s
  [pointwise] 7200/30600   155.0s   46.5/s
  [pointwise] 7250/30600   156.9s   46.2/s
  [pointwise] 7300/30600   159.1s   45.9/s
  [pointwise] 7350/30600   161.2s   45.6/s
  [pointwise] 7400/30600   163.2s   45.3/s
  [pointwise] 7450/30600   165.2s   45.1/s
  [pointwise] 7500/30600   167.2s   44.9/s
  [pointwise] 7550/30600   169.5s   44.5/s
  [pointwise] 7600/30600   171.7s   44.3/s
  [pointwise] 7650/30600   173.6s   44.1/s
  [pointwise] 7700/30600   174.5s   44.1/s
  [pointwise] 7750/30600   175.4s   44.2/s
  [pointwise] 7800/30600   176.2s   44.3/s
  [pointwise] 7850/30600   177.1s   44.3/s
  [pointwise] 7900/30600   178.0s   44.4/s
  [pointwise] 7950/30600   178.9s   44.4/s
  [pointwise] 8000/30600   179.8s   44.5/s
  [pointwise] 8050/30600   180.8s   44.5/s
  [pointwise] 8100/30600   181.7s   44.6/s
  [pointwise] 8150/30600   182.6s   44.6/s
  [pointwise] 8200/30600   183.5s   44.7/s
  [pointwise] 8250/30600   184.5s   44.7/s
  [pointwise] 8300/30600   185.4s   44.8/s
  [pointwise] 8350/30600   186.2s   44.8/s
  [pointwise] 8400/30600   187.1s   44.9/s
  [pointwise] 8450/30600   188.0s   45.0/s
  [pointwise] 8500/30600   188.9s   45.0/s
  [pointwise] 8550/30600   189.8s   45.0/s
  [pointwise] 8600/30600   190.7s   45.1/s
  [pointwise] 8650/30600   191.7s   45.1/s
  [pointwise] 8700/30600   192.6s   45.2/s
  [pointwise] 8750/30600   193.4s   45.2/s
  [pointwise] 8800/30600   194.3s   45.3/s
  [pointwise] 8850/30600   195.2s   45.3/s
  [pointwise] 8900/30600   196.1s   45.4/s
  [pointwise] 8950/30600   196.9s   45.4/s
  [pointwise] 9000/30600   198.0s   45.5/s
  [pointwise] 9050/30600   198.9s   45.5/s
  [pointwise] 9100/30600   199.7s   45.6/s
  [pointwise] 9150/30600   200.7s   45.6/s
  [pointwise] 9200/30600   201.5s   45.7/s
  [pointwise] 9250/30600   202.4s   45.7/s
  [pointwise] 9300/30600   203.2s   45.8/s
  [pointwise] 9350/30600   204.2s   45.8/s
  [pointwise] 9400/30600   205.2s   45.8/s
  [pointwise] 9450/30600   206.0s   45.9/s
  [pointwise] 9500/30600   207.0s   45.9/s
  [pointwise] 9550/30600   208.0s   45.9/s
  [pointwise] 9600/30600   208.9s   46.0/s
  [pointwise] 9650/30600   209.9s   46.0/s
  [pointwise] 9700/30600   210.7s   46.0/s
  [pointwise] 9750/30600   211.5s   46.1/s
  [pointwise] 9800/30600   212.4s   46.1/s
  [pointwise] 9850/30600   213.3s   46.2/s
  [pointwise] 9900/30600   214.2s   46.2/s
  [pointwise] 9950/30600   215.2s   46.2/s
  [pointwise] 10000/30600   216.2s   46.3/s
  [pointwise] 10050/30600   217.2s   46.3/s
  [pointwise] 10100/30600   218.0s   46.3/s
  [pointwise] 10150/30600   219.0s   46.4/s
  [pointwise] 10200/30600   220.7s   46.2/s
  [pointwise] 10250/30600   223.0s   46.0/s
  [pointwise] 10300/30600   225.8s   45.6/s
  [pointwise] 10350/30600   228.6s   45.3/s
  [pointwise] 10400/30600   231.2s   45.0/s
  [pointwise] 10450/30600   233.8s   44.7/s
  [pointwise] 10500/30600   236.7s   44.4/s
  [pointwise] 10550/30600   239.3s   44.1/s
  [pointwise] 10600/30600   241.9s   43.8/s
  [pointwise] 10650/30600   244.3s   43.6/s
  [pointwise] 10700/30600   247.0s   43.3/s
  [pointwise] 10750/30600   250.3s   43.0/s
  [pointwise] 10800/30600   253.5s   42.6/s
  [pointwise] 10850/30600   256.0s   42.4/s
  [pointwise] 10900/30600   258.6s   42.1/s
  [pointwise] 10950/30600   261.4s   41.9/s
  [pointwise] 11000/30600   264.2s   41.6/s
  [pointwise] 11050/30600   266.9s   41.4/s
  [pointwise] 11100/30600   270.1s   41.1/s
  [pointwise] 11150/30600   272.5s   40.9/s
  [pointwise] 11200/30600   275.1s   40.7/s
  [pointwise] 11250/30600   277.8s   40.5/s
  [pointwise] 11300/30600   280.6s   40.3/s
  [pointwise] 11350/30600   283.3s   40.1/s
  [pointwise] 11400/30600   286.0s   39.9/s
  [pointwise] 11450/30600   288.0s   39.8/s
  [pointwise] 11500/30600   289.0s   39.8/s
  [pointwise] 11550/30600   290.0s   39.8/s
  [pointwise] 11600/30600   290.9s   39.9/s
  [pointwise] 11650/30600   292.0s   39.9/s
  [pointwise] 11700/30600   292.9s   39.9/s
  [pointwise] 11750/30600   293.8s   40.0/s
  [pointwise] 11800/30600   294.8s   40.0/s
  [pointwise] 11850/30600   295.7s   40.1/s
  [pointwise] 11900/30600   296.6s   40.1/s
  [pointwise] 11950/30600   297.4s   40.2/s
  [pointwise] 12000/30600   298.4s   40.2/s
  [pointwise] 12050/30600   299.4s   40.2/s
  [pointwise] 12100/30600   300.6s   40.3/s
  [pointwise] 12150/30600   301.6s   40.3/s
  [pointwise] 12200/30600   302.5s   40.3/s
  [pointwise] 12250/30600   303.4s   40.4/s
  [pointwise] 12300/30600   304.2s   40.4/s
  [pointwise] 12350/30600   305.2s   40.5/s
  [pointwise] 12400/30600   306.1s   40.5/s
  [pointwise] 12450/30600   307.0s   40.6/s
  [pointwise] 12500/30600   308.0s   40.6/s
  [pointwise] 12550/30600   309.1s   40.6/s
  [pointwise] 12600/30600   310.2s   40.6/s
  [pointwise] 12650/30600   311.1s   40.7/s
  [pointwise] 12700/30600   311.9s   40.7/s
  [pointwise] 12750/30600   312.9s   40.8/s
  [pointwise] 12800/30600   313.7s   40.8/s
  [pointwise] 12850/30600   314.6s   40.9/s
  [pointwise] 12900/30600   315.5s   40.9/s
  [pointwise] 12950/30600   316.4s   40.9/s
  [pointwise] 13000/30600   317.4s   41.0/s
  [pointwise] 13050/30600   318.3s   41.0/s
  [pointwise] 13100/30600   319.2s   41.0/s
  [pointwise] 13150/30600   320.1s   41.1/s
  [pointwise] 13200/30600   321.0s   41.1/s
  [pointwise] 13250/30600   321.9s   41.2/s
  [pointwise] 13300/30600   322.9s   41.2/s
  [pointwise] 13350/30600   323.9s   41.2/s
  [pointwise] 13400/30600   325.1s   41.2/s
  [pointwise] 13450/30600   326.2s   41.2/s
  [pointwise] 13500/30600   327.4s   41.2/s
  [pointwise] 13550/30600   328.3s   41.3/s
  [pointwise] 13600/30600   329.1s   41.3/s
  [pointwise] 13650/30600   330.0s   41.4/s
  [pointwise] 13700/30600   331.0s   41.4/s
  [pointwise] 13750/30600   332.0s   41.4/s
  [pointwise] 13800/30600   332.9s   41.4/s
  [pointwise] 13850/30600   333.9s   41.5/s
  [pointwise] 13900/30600   334.8s   41.5/s
  [pointwise] 13950/30600   335.8s   41.5/s
  [pointwise] 14000/30600   336.5s   41.6/s
  [pointwise] 14050/30600   337.1s   41.7/s
  [pointwise] 14100/30600   339.2s   41.6/s
  [pointwise] 14150/30600   340.9s   41.5/s
  [pointwise] 14200/30600   342.7s   41.4/s
  [pointwise] 14250/30600   344.6s   41.4/s
  [pointwise] 14300/30600   346.4s   41.3/s
  [pointwise] 14350/30600   348.3s   41.2/s
  [pointwise] 14400/30600   350.1s   41.1/s
  [pointwise] 14450/30600   352.2s   41.0/s
  [pointwise] 14500/30600   353.8s   41.0/s
  [pointwise] 14550/30600   355.7s   40.9/s
  [pointwise] 14600/30600   357.8s   40.8/s
  [pointwise] 14650/30600   359.8s   40.7/s
  [pointwise] 14700/30600   361.7s   40.6/s
  [pointwise] 14750/30600   363.7s   40.6/s
  [pointwise] 14800/30600   365.5s   40.5/s
  [pointwise] 14850/30600   367.6s   40.4/s
  [pointwise] 14900/30600   369.4s   40.3/s
  [pointwise] 14950/30600   371.4s   40.3/s
  [pointwise] 15000/30600   373.4s   40.2/s
  [pointwise] 15050/30600   375.3s   40.1/s
  [pointwise] 15100/30600   377.3s   40.0/s
  [pointwise] 15150/30600   379.2s   39.9/s
  [pointwise] 15200/30600   381.1s   39.9/s
  [pointwise] 15250/30600   383.1s   39.8/s
  [pointwise] 15300/30600   384.8s   39.8/s
  [pointwise] 15350/30600   386.1s   39.8/s
  [pointwise] 15400/30600   387.4s   39.8/s
  [pointwise] 15450/30600   388.4s   39.8/s
  [pointwise] 15500/30600   389.6s   39.8/s
  [pointwise] 15550/30600   390.7s   39.8/s
  [pointwise] 15600/30600   391.9s   39.8/s
  [pointwise] 15650/30600   393.2s   39.8/s
  [pointwise] 15700/30600   394.5s   39.8/s
  [pointwise] 15750/30600   395.9s   39.8/s
  [pointwise] 15800/30600   397.1s   39.8/s
  [pointwise] 15850/30600   398.3s   39.8/s
  [pointwise] 15900/30600   399.5s   39.8/s
  [pointwise] 15950/30600   400.5s   39.8/s
  [pointwise] 16000/30600   401.7s   39.8/s
  [pointwise] 16050/30600   402.9s   39.8/s
  [pointwise] 16100/30600   404.1s   39.8/s
  [pointwise] 16150/30600   405.4s   39.8/s
  [pointwise] 16200/30600   406.6s   39.8/s
  [pointwise] 16250/30600   407.8s   39.8/s
  [pointwise] 16300/30600   408.9s   39.9/s
  [pointwise] 16350/30600   410.2s   39.9/s
  [pointwise] 16400/30600   411.7s   39.8/s
  [pointwise] 16450/30600   412.9s   39.8/s
  [pointwise] 16500/30600   414.3s   39.8/s
  [pointwise] 16550/30600   415.5s   39.8/s
  [pointwise] 16600/30600   416.6s   39.8/s
  [pointwise] 16650/30600   417.8s   39.8/s
  [pointwise] 16700/30600   419.2s   39.8/s
  [pointwise] 16750/30600   420.7s   39.8/s
  [pointwise] 16800/30600   422.0s   39.8/s
  [pointwise] 16850/30600   423.2s   39.8/s
  [pointwise] 16900/30600   424.5s   39.8/s
  [pointwise] 16950/30600   425.6s   39.8/s
  [pointwise] 17000/30600   427.1s   39.8/s
  [pointwise] 17050/30600   428.4s   39.8/s
  [pointwise] 17100/30600   429.7s   39.8/s
  [pointwise] 17150/30600   431.0s   39.8/s
  [pointwise] 17200/30600   432.3s   39.8/s
  [pointwise] 17250/30600   433.6s   39.8/s
  [pointwise] 17300/30600   434.9s   39.8/s
  [pointwise] 17350/30600   436.2s   39.8/s
  [pointwise] 17400/30600   437.4s   39.8/s
  [pointwise] 17450/30600   438.7s   39.8/s
  [pointwise] 17500/30600   439.9s   39.8/s
  [pointwise] 17550/30600   441.2s   39.8/s
  [pointwise] 17600/30600   442.4s   39.8/s
  [pointwise] 17650/30600   443.9s   39.8/s
  [pointwise] 17700/30600   445.3s   39.7/s
  [pointwise] 17750/30600   446.7s   39.7/s
  [pointwise] 17800/30600   448.1s   39.7/s
  [pointwise] 17850/30600   450.5s   39.6/s
  [pointwise] 17900/30600   453.3s   39.5/s
  [pointwise] 17950/30600   456.4s   39.3/s
  [pointwise] 18000/30600   460.0s   39.1/s
  [pointwise] 18050/30600   463.4s   39.0/s
  [pointwise] 18100/30600   467.2s   38.7/s
  [pointwise] 18150/30600   471.1s   38.5/s
  [pointwise] 18200/30600   473.9s   38.4/s
  [pointwise] 18250/30600   477.0s   38.3/s
  [pointwise] 18300/30600   479.9s   38.1/s
  [pointwise] 18350/30600   482.6s   38.0/s
  [pointwise] 18400/30600   486.1s   37.9/s
  [pointwise] 18450/30600   489.3s   37.7/s
  [pointwise] 18500/30600   492.4s   37.6/s
  [pointwise] 18550/30600   495.8s   37.4/s
  [pointwise] 18600/30600   498.9s   37.3/s
  [pointwise] 18650/30600   501.9s   37.2/s
  [pointwise] 18700/30600   505.0s   37.0/s
  [pointwise] 18750/30600   508.2s   36.9/s
  [pointwise] 18800/30600   511.3s   36.8/s
  [pointwise] 18850/30600   514.7s   36.6/s
  [pointwise] 18900/30600   518.0s   36.5/s
  [pointwise] 18950/30600   521.1s   36.4/s
  [pointwise] 19000/30600   524.0s   36.3/s
  [pointwise] 19050/30600   527.2s   36.1/s
  [pointwise] 19100/30600   529.6s   36.1/s
  [pointwise] 19150/30600   530.7s   36.1/s
  [pointwise] 19200/30600   532.0s   36.1/s
  [pointwise] 19250/30600   533.5s   36.1/s
  [pointwise] 19300/30600   535.1s   36.1/s
  [pointwise] 19350/30600   536.7s   36.1/s
  [pointwise] 19400/30600   538.3s   36.0/s
  [pointwise] 19450/30600   539.8s   36.0/s
  [pointwise] 19500/30600   541.4s   36.0/s
  [pointwise] 19550/30600   543.0s   36.0/s
  [pointwise] 19600/30600   544.5s   36.0/s
  [pointwise] 19650/30600   546.0s   36.0/s
  [pointwise] 19700/30600   547.5s   36.0/s
  [pointwise] 19750/30600   548.9s   36.0/s
  [pointwise] 19800/30600   550.4s   36.0/s
  [pointwise] 19850/30600   552.0s   36.0/s
  [pointwise] 19900/30600   553.6s   35.9/s
  [pointwise] 19950/30600   555.2s   35.9/s
  [pointwise] 20000/30600   556.9s   35.9/s
  [pointwise] 20050/30600   558.4s   35.9/s
  [pointwise] 20100/30600   559.8s   35.9/s
  [pointwise] 20150/30600   561.3s   35.9/s
  [pointwise] 20200/30600   562.6s   35.9/s
  [pointwise] 20250/30600   564.0s   35.9/s
  [pointwise] 20300/30600   565.6s   35.9/s
  [pointwise] 20350/30600   567.1s   35.9/s
  [pointwise] 20400/30600   568.6s   35.9/s
  [pointwise] 20450/30600   570.0s   35.9/s
  [pointwise] 20500/30600   571.5s   35.9/s
  [pointwise] 20550/30600   573.1s   35.9/s
  [pointwise] 20600/30600   574.7s   35.8/s
  [pointwise] 20650/30600   576.4s   35.8/s
  [pointwise] 20700/30600   577.9s   35.8/s
  [pointwise] 20750/30600   579.2s   35.8/s
  [pointwise] 20800/30600   580.8s   35.8/s
  [pointwise] 20850/30600   582.3s   35.8/s
  [pointwise] 20900/30600   583.9s   35.8/s
  [pointwise] 20950/30600   585.3s   35.8/s
  [pointwise] 21000/30600   586.9s   35.8/s
  [pointwise] 21050/30600   588.5s   35.8/s
  [pointwise] 21100/30600   589.9s   35.8/s
  [pointwise] 21150/30600   591.3s   35.8/s
  [pointwise] 21200/30600   592.9s   35.8/s
  [pointwise] 21250/30600   594.5s   35.7/s
  [pointwise] 21300/30600   596.0s   35.7/s
  [pointwise] 21350/30600   597.5s   35.7/s
  [pointwise] 21400/30600   599.2s   35.7/s
  [pointwise] 21450/30600   600.7s   35.7/s
  [pointwise] 21500/30600   602.2s   35.7/s
  [pointwise] 21550/30600   603.7s   35.7/s
  [pointwise] 21600/30600   605.2s   35.7/s
  [pointwise] 21650/30600   606.3s   35.7/s
  [pointwise] 21700/30600   607.2s   35.7/s
  [pointwise] 21750/30600   611.7s   35.6/s
  [pointwise] 21800/30600   615.9s   35.4/s
  [pointwise] 21850/30600   619.8s   35.3/s
  [pointwise] 21900/30600   624.4s   35.1/s
  [pointwise] 21950/30600   628.2s   34.9/s
  [pointwise] 22000/30600   632.6s   34.8/s
  [pointwise] 22050/30600   636.7s   34.6/s
  [pointwise] 22100/30600   640.2s   34.5/s
  [pointwise] 22150/30600   644.3s   34.4/s
  [pointwise] 22200/30600   647.6s   34.3/s
  [pointwise] 22250/30600   651.7s   34.1/s
  [pointwise] 22300/30600   655.5s   34.0/s
  [pointwise] 22350/30600   659.4s   33.9/s
  [pointwise] 22400/30600   663.9s   33.7/s
  [pointwise] 22450/30600   667.5s   33.6/s
  [pointwise] 22500/30600   671.6s   33.5/s
  [pointwise] 22550/30600   675.0s   33.4/s
  [pointwise] 22600/30600   679.4s   33.3/s
  [pointwise] 22650/30600   683.2s   33.2/s
  [pointwise] 22700/30600   687.4s   33.0/s
  [pointwise] 22750/30600   691.1s   32.9/s
  [pointwise] 22800/30600   695.6s   32.8/s
  [pointwise] 22850/30600   699.5s   32.7/s
  [pointwise] 22900/30600   703.9s   32.5/s
  [pointwise] 22950/30600   707.1s   32.5/s
  [pointwise] 23000/30600   709.0s   32.4/s
  [pointwise] 23050/30600   710.7s   32.4/s
  [pointwise] 23100/30600   713.0s   32.4/s
  [pointwise] 23150/30600   715.1s   32.4/s
  [pointwise] 23200/30600   716.9s   32.4/s
  [pointwise] 23250/30600   718.8s   32.3/s
  [pointwise] 23300/30600   720.6s   32.3/s
  [pointwise] 23350/30600   722.2s   32.3/s
  [pointwise] 23400/30600   724.5s   32.3/s
  [pointwise] 23450/30600   726.4s   32.3/s
  [pointwise] 23500/30600   728.4s   32.3/s
  [pointwise] 23550/30600   730.1s   32.3/s
  [pointwise] 23600/30600   731.9s   32.2/s
  [pointwise] 23650/30600   733.9s   32.2/s
  [pointwise] 23700/30600   735.5s   32.2/s
  [pointwise] 23750/30600   737.3s   32.2/s
  [pointwise] 23800/30600   739.4s   32.2/s
  [pointwise] 23850/30600   741.3s   32.2/s
  [pointwise] 23900/30600   743.2s   32.2/s
  [pointwise] 23950/30600   745.1s   32.1/s
  [pointwise] 24000/30600   747.2s   32.1/s
  [pointwise] 24050/30600   749.0s   32.1/s
  [pointwise] 24100/30600   751.0s   32.1/s
  [pointwise] 24150/30600   752.9s   32.1/s
  [pointwise] 24200/30600   754.9s   32.1/s
  [pointwise] 24250/30600   757.6s   32.0/s
  [pointwise] 24300/30600   760.3s   32.0/s
  [pointwise] 24350/30600   763.2s   31.9/s
  [pointwise] 24400/30600   765.7s   31.9/s
  [pointwise] 24450/30600   768.3s   31.8/s
  [pointwise] 24500/30600   770.3s   31.8/s
  [pointwise] 24550/30600   772.6s   31.8/s
  [pointwise] 24600/30600   775.0s   31.7/s
  [pointwise] 24650/30600   777.4s   31.7/s
  [pointwise] 24700/30600   779.8s   31.7/s
  [pointwise] 24750/30600   782.6s   31.6/s
  [pointwise] 24800/30600   784.9s   31.6/s
  [pointwise] 24850/30600   787.2s   31.6/s
  [pointwise] 24900/30600   789.7s   31.5/s
  [pointwise] 24950/30600   792.3s   31.5/s
  [pointwise] 25000/30600   794.4s   31.5/s
  [pointwise] 25050/30600   796.9s   31.4/s
  [pointwise] 25100/30600   799.6s   31.4/s
  [pointwise] 25150/30600   802.4s   31.3/s
  [pointwise] 25200/30600   804.6s   31.3/s
  [pointwise] 25250/30600   807.2s   31.3/s
  [pointwise] 25300/30600   809.3s   31.3/s
  [pointwise] 25350/30600   812.1s   31.2/s
  [pointwise] 25400/30600   814.2s   31.2/s
  [pointwise] 25450/30600   816.6s   31.2/s
  [pointwise] 25500/30600   819.9s   31.1/s
  [pointwise] 25550/30600   823.2s   31.0/s
  [pointwise] 25600/30600   826.3s   31.0/s
  [pointwise] 25650/30600   829.3s   30.9/s
  [pointwise] 25700/30600   832.6s   30.9/s
  [pointwise] 25750/30600   836.3s   30.8/s
  [pointwise] 25800/30600   839.2s   30.7/s
  [pointwise] 25850/30600   842.5s   30.7/s
  [pointwise] 25900/30600   845.6s   30.6/s
  [pointwise] 25950/30600   848.6s   30.6/s
  [pointwise] 26000/30600   851.8s   30.5/s
  [pointwise] 26050/30600   855.0s   30.5/s
  [pointwise] 26100/30600   858.3s   30.4/s
  [pointwise] 26150/30600   861.4s   30.4/s
  [pointwise] 26200/30600   865.1s   30.3/s
  [pointwise] 26250/30600   868.2s   30.2/s
  [pointwise] 26300/30600   871.1s   30.2/s
  [pointwise] 26350/30600   874.9s   30.1/s
  [pointwise] 26400/30600   878.0s   30.1/s
  [pointwise] 26450/30600   881.4s   30.0/s
  [pointwise] 26500/30600   884.5s   30.0/s
  [pointwise] 26550/30600   887.5s   29.9/s
  [pointwise] 26600/30600   890.8s   29.9/s
  [pointwise] 26650/30600   893.7s   29.8/s
  [pointwise] 26700/30600   897.1s   29.8/s
  [pointwise] 26750/30600   899.9s   29.7/s
  [pointwise] 26800/30600   901.3s   29.7/s
  [pointwise] 26850/30600   902.6s   29.7/s
  [pointwise] 26900/30600   904.7s   29.7/s
  [pointwise] 26950/30600   906.5s   29.7/s
  [pointwise] 27000/30600   908.4s   29.7/s
  [pointwise] 27050/30600   910.3s   29.7/s
  [pointwise] 27100/30600   912.1s   29.7/s
  [pointwise] 27150/30600   914.0s   29.7/s
  [pointwise] 27200/30600   915.9s   29.7/s
  [pointwise] 27250/30600   917.7s   29.7/s
  [pointwise] 27300/30600   919.5s   29.7/s
  [pointwise] 27350/30600   921.2s   29.7/s
  [pointwise] 27400/30600   923.2s   29.7/s
  [pointwise] 27450/30600   924.7s   29.7/s
  [pointwise] 27500/30600   926.6s   29.7/s
  [pointwise] 27550/30600   928.3s   29.7/s
  [pointwise] 27600/30600   930.3s   29.7/s
  [pointwise] 27650/30600   932.0s   29.7/s
  [pointwise] 27700/30600   934.1s   29.7/s
  [pointwise] 27750/30600   935.8s   29.7/s
  [pointwise] 27800/30600   937.6s   29.7/s
  [pointwise] 27850/30600   939.4s   29.6/s
