term,z,claude_ct,other_ct,total_ct,contrast,n
jurisdictions,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
ethics,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
hufflepuff,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
discrete,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
seller,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
influenced,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
expressed,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
industrial,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
bearing,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
donation,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
emphasizes,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
variations,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
asperger's,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
wanted,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
window,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
airplane,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
sufficient,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
commodity,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
marketing,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
optimize,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
domestic,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
dirt,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
semantics,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
debenture,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
debentures,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
interventions,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
willing,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
multiply,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
pot,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
opportunity,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
sessions,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
spoken,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
faculty,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
declining,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
founder,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
discipline,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
freedom,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
targeting,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
infectious,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
appealing,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
caffeine,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
nsaids,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
ribs,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
model's,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
effectiveness,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
analytics,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
borrowing,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
aims,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
substances,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
ravenclaw,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
rewards,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
advantage,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
fruits,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
sinus,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
cook,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
upon,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
reader,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
slytherin,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
respond,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
tissues,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
automation,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
finite,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
capable,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
organized,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
holes,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
layers,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
understandable,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
waste,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
worthwhile,-0.524780837547211,2,3,5,claude_vs_gpt4o,1
history,-0.5492871714507722,26,28,54,claude_vs_gpt4o,1
change,-0.5492871714507722,26,28,54,claude_vs_gpt4o,1
well,-0.5492871714507722,26,28,54,claude_vs_gpt4o,1
several,-0.5499799331415877,28,30,58,claude_vs_gpt4o,1
price,-0.5530137849596762,32,34,66,claude_vs_gpt4o,1
against,-0.5585974890339888,17,19,36,claude_vs_gpt4o,1
pay,-0.5585974890339888,17,19,36,claude_vs_gpt4o,1
structure,-0.5617273973332133,16,18,34,claude_vs_gpt4o,1
tools,-0.5655423693804023,15,17,32,claude_vs_gpt4o,1
set,-0.5655423693804023,15,17,32,claude_vs_gpt4o,1
gains,-0.5701666474376751,14,16,30,claude_vs_gpt4o,1
sometimes,-0.5732054043593292,46,48,94,claude_vs_gpt4o,1
our,-0.5757559917227689,13,15,28,claude_vs_gpt4o,1
disease,-0.5757559917227689,13,15,28,claude_vs_gpt4o,1
gsm,-0.5825084771048172,12,14,26,claude_vs_gpt4o,1
describe,-0.5825084771048172,12,14,26,claude_vs_gpt4o,1
healthy,-0.5906801137675041,11,13,24,claude_vs_gpt4o,1
needed,-0.5906801137675041,11,13,24,claude_vs_gpt4o,1
beta,-0.5906801137675041,11,13,24,claude_vs_gpt4o,1
machines,-0.5906801137675041,11,13,24,claude_vs_gpt4o,1
contact,-0.5906801137675041,11,13,24,claude_vs_gpt4o,1
translation,-0.6006080353678374,10,12,22,claude_vs_gpt4o,1
effective,-0.6006080353678374,10,12,22,claude_vs_gpt4o,1
medicine,-0.6006080353678374,10,12,22,claude_vs_gpt4o,1
exposure,-0.61274595161022,9,11,20,claude_vs_gpt4o,1
typhus,-0.61274595161022,9,11,20,claude_vs_gpt4o,1
algorithm,-0.61274595161022,9,11,20,claude_vs_gpt4o,1
fluid,-0.61274595161022,9,11,20,claude_vs_gpt4o,1
losses,-0.61274595161022,9,11,20,claude_vs_gpt4o,1
games,-0.6277202369426351,8,10,18,claude_vs_gpt4o,1
distribution,-0.6277202369426351,8,10,18,claude_vs_gpt4o,1
discuss,-0.6277202369426351,8,10,18,claude_vs_gpt4o,1
track,-0.6277202369426351,8,10,18,claude_vs_gpt4o,1
traditional,-0.6277202369426351,8,10,18,claude_vs_gpt4o,1
white,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
aging,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
developed,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
design,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
bleeding,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
inventory,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
content,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
creating,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
cover,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
co,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
hungarian,-0.6464222845809604,7,9,16,claude_vs_gpt4o,1
fatigue,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
education,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
investors,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
measures,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
recovery,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
eye,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
regulatory,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
fatty,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
volume,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
local,-0.6701679025646435,6,8,14,claude_vs_gpt4o,1
value,-0.6748161836585789,32,35,67,claude_vs_gpt4o,1
points,-0.6779713606524408,29,32,61,claude_vs_gpt4o,1
during,-0.6779713606524408,29,32,61,claude_vs_gpt4o,1
takes,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
peace,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
vascular,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
receive,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
turn,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
despite,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
depth,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
institutions,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
framework,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
considering,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
policy,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
sorry,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
gallbladder,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
friend,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
established,-0.7009881478997119,5,7,12,claude_vs_gpt4o,1
stay,-0.7199847251186923,17,20,37,claude_vs_gpt4o,1
personal,-0.7199847251186923,17,20,37,claude_vs_gpt4o,1
equity,-0.7273223670622533,16,19,35,claude_vs_gpt4o,1
nations,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
hormonal,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
thought,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
scale,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
view,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
yahoo,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
numerous,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
visual,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
define,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
sensitive,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
filled,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
brooks,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
espp,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
convert,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
studies,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
communication,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
ball,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
response,-0.7421954270925633,4,6,10,claude_vs_gpt4o,1
field,-0.7452499916495908,14,17,31,claude_vs_gpt4o,1
contributions,-0.7452499916495908,14,17,31,claude_vs_gpt4o,1
alcohol,-0.75622483074469,13,16,29,claude_vs_gpt4o,1
significantly,-0.75622483074469,13,16,29,claude_vs_gpt4o,1
game,-0.75622483074469,13,16,29,claude_vs_gpt4o,1
improve,-0.7688784557062391,12,15,27,claude_vs_gpt4o,1
property,-0.7688784557062391,12,15,27,claude_vs_gpt4o,1
important,-0.7774705394945245,53,57,110,claude_vs_gpt4o,1
funds,-0.7792015638687864,43,47,90,claude_vs_gpt4o,1
fat,-0.7835508775340695,11,14,25,claude_vs_gpt4o,1
non,-0.7835508775340695,11,14,25,claude_vs_gpt4o,1
medical,-0.7972788192269865,31,35,66,claude_vs_gpt4o,1
birth,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
identification,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
military,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
busy,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
operate,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
nice,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
supplies,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
exploring,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
explore,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
behavioral,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
released,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
nausea,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
requiring,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
focuses,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
charities,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
throughout,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
profits,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
carefully,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
previous,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
prevention,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
capture,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
deal,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
maintenance,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
generating,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
streams,-0.7995632280240632,3,5,8,claude_vs_gpt4o,1
balance,-0.8006820572170998,10,13,23,claude_vs_gpt4o,1
theory,-0.8006820572170998,10,13,23,claude_vs_gpt4o,1
accurate,-0.8006820572170998,10,13,23,claude_vs_gpt4o,1
available,-0.8006820572170998,10,13,23,claude_vs_gpt4o,1
indicate,-0.8006820572170998,10,13,23,claude_vs_gpt4o,1
country,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
expert,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
create,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
cases,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
annual,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
regularly,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
feet,-0.8208520658493305,9,12,21,claude_vs_gpt4o,1
become,-0.8448423227880344,8,11,19,claude_vs_gpt4o,1
until,-0.8448423227880344,8,11,19,claude_vs_gpt4o,1
costs,-0.8577435781613745,19,23,42,claude_vs_gpt4o,1
books,-0.8737318044291636,7,10,17,claude_vs_gpt4o,1
situations,-0.8737318044291636,7,10,17,claude_vs_gpt4o,1
extended,-0.8737318044291636,7,10,17,claude_vs_gpt4o,1
frequent,-0.8737318044291636,7,10,17,claude_vs_gpt4o,1
benefit,-0.8737318044291636,7,10,17,claude_vs_gpt4o,1
often,-0.8781359961638391,84,89,173,claude_vs_gpt4o,1
may,-0.8820102444679764,89,94,183,claude_vs_gpt4o,1
motorcycle,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
minimizing,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
october,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
prefer,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
automated,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
stereo,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
regions,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
sperm,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
website,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
ast,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
epigenetic,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
basketball,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
greater,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
interpretation,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
accompanied,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
operational,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
kinds,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
hip,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
autonomous,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
assessment,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
reactive,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
expanding,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
valuation,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
contributing,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
robots,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
tape,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
pleurisy,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
substantial,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
facial,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
differ,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
speak,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
retina,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
controlling,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
correctness,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
dysfunction,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
perceive,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
opportunities,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
precautions,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
dot,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
transparency,-0.8838484161734247,2,4,6,claude_vs_gpt4o,1
account,-0.8866143182755106,41,46,87,claude_vs_gpt4o,1
formal,-0.8879182810532369,16,20,36,claude_vs_gpt4o,1
criteria,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
eyeballs,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
duration,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
suggesting,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
hydration,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
shapes,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
towards,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
ve,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
bands,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
ensures,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
clarity,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
aligns,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
additionally,-0.8922192884729965,0,5,5,claude_vs_gpt4o,1
model,-0.8989090488823624,36,41,77,claude_vs_gpt4o,1
function,-0.9003769773371267,15,19,34,claude_vs_gpt4o,1
clocks,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
counter,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
distributions,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
images,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
count,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
living,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
parameters,-0.9090530186236796,6,9,15,claude_vs_gpt4o,1
safe,-0.9143509127785485,14,18,32,claude_vs_gpt4o,1
muscle,-0.9143509127785485,14,18,32,claude_vs_gpt4o,1
widely,-0.9300928752404516,13,17,30,claude_vs_gpt4o,1
options,-0.9433711519524649,26,31,57,claude_vs_gpt4o,1
community,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
issue,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
protect,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
learn,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
precious,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
recommended,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
increases,-0.9530522947644715,5,8,13,claude_vs_gpt4o,1
gastrointestinal,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
exacerbate,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
adverse,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
candy,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
doesn,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
addition,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
enhance,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
turns,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
instance,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
alleviate,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
mitigate,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
advancements,-0.9773817925913698,0,6,6,claude_vs_gpt4o,1
typically,-0.9854284735205499,43,49,92,claude_vs_gpt4o,1
characteristics,-0.9914861304489809,10,14,24,claude_vs_gpt4o,1
patterns,-0.9914861304489809,10,14,24,claude_vs_gpt4o,1
kind,-0.9914861304489809,10,14,24,claude_vs_gpt4o,1
dividend,-0.9928278392086015,20,25,45,claude_vs_gpt4o,1
applied,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
plenty,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
wants,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
brokerage,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
percentage,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
wealth,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
entire,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
files,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
hydrated,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
adjusting,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
calculate,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
identify,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
tool,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
image,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
baby,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
managed,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
prolonged,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
speedway,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
stability,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
navigation,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
stage,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
outcome,-1.009129224351661,4,7,11,claude_vs_gpt4o,1
trading,-1.015903847083713,18,23,41,claude_vs_gpt4o,1
future,-1.015903847083713,18,23,41,claude_vs_gpt4o,1
across,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
periods,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
helpful,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
movement,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
party,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
partnership,-1.0183798714928147,9,13,22,claude_vs_gpt4o,1
understanding,-1.0236662239082253,33,39,72,claude_vs_gpt4o,1
related,-1.0347221638286084,31,37,68,claude_vs_gpt4o,1
different,-1.0454141613858208,60,67,127,claude_vs_gpt4o,1
following,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
diversification,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
theoretical,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
specialist,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
cold,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
usage,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
advisor,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
exercise,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
expectations,-1.0497451883790987,8,12,20,claude_vs_gpt4o,1
card,-1.0543270795459343,28,34,62,claude_vs_gpt4o,1
don,-1.0556978882375976,0,7,7,claude_vs_gpt4o,1
diverse,-1.0556978882375976,0,7,7,claude_vs_gpt4o,1
although,-1.0556978882375976,0,7,7,claude_vs_gpt4o,1
decline,-1.0556978882375976,0,7,7,claude_vs_gpt4o,1
inflammation,-1.0777944221706315,14,19,33,claude_vs_gpt4o,1
domain,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
broker,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
served,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
sector,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
done,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
transmitted,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
occasionally,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
recorded,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
linguistic,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
budget,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
laws,-1.0825258034135652,3,6,9,claude_vs_gpt4o,1
found,-1.0867204200668552,7,11,18,claude_vs_gpt4o,1
transaction,-1.0867204200668552,7,11,18,claude_vs_gpt4o,1
based,-1.0867665407736775,43,50,93,claude_vs_gpt4o,1
diet,-1.0977460739848857,13,18,31,claude_vs_gpt4o,1
affect,-1.1200852559437566,12,17,29,claude_vs_gpt4o,1
require,-1.1200852559437566,12,17,29,claude_vs_gpt4o,1
enabling,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
acquisition,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
ultimately,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
company's,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
conduct,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
professionals,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
likelihood,-1.1285937475782528,0,8,8,claude_vs_gpt4o,1
independent,-1.1308578642297629,6,10,16,claude_vs_gpt4o,1
signals,-1.1308578642297629,6,10,16,claude_vs_gpt4o,1
product,-1.1308578642297629,6,10,16,claude_vs_gpt4o,1
bit,-1.1452337146632847,11,16,27,claude_vs_gpt4o,1
applications,-1.1611460212330373,18,24,42,claude_vs_gpt4o,1
option,-1.1737192077428342,10,15,25,claude_vs_gpt4o,1
analysis,-1.1773409280575935,17,23,40,claude_vs_gpt4o,1
practices,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
infrared,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
scientific,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
annually,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
achieve,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
responsible,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
organisms,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
fitting,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
mimic,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
interests,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
volatile,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
political,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
compression,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
populations,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
interpret,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
dehydration,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
according,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
setup,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
irregular,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
loans,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
nutrients,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
reactions,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
rings,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
purposes,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
exciting,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
interface,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
wikis,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
reliability,-1.180739874177811,2,5,7,claude_vs_gpt4o,1
